avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
31.25,1.3,21.0,1.0,15.0,2.94,cycling
39.0,2.45,21.33,2.05,15.33,2.05,cycling
36.75,0.83,19.25,3.03,16.5,3.57,cycling
39.25,0.43,19.0,3.81,19.75,0.83,cycling
41.25,1.3,13.25,1.92,17.5,0.87,cycling
38.75,5.07,17.67,1.89,20.0,4.36,cycling
34.5,2.6,23.67,1.25,23.5,3.5,cycling
31.33,0.94,21.67,0.47,17.5,0.5,cycling
31.0,8.99,17.25,6.61,20.2,1.94,cycling
34.0,5.87,17.75,4.32,15.5,2.6,cycling
40.25,1.3,17.25,5.36,21.5,0.87,cycling
42.25,0.43,15.75,2.28,14.33,2.49,cycling
36.0,4.9,17.5,3.57,21.67,1.7,cycling
32.0,2.83,21.5,2.6,20.33,4.11,cycling
35.4,3.38,18.75,2.59,16.4,3.01,cycling
34.67,3.4,21.0,3.0,16.0,3.0,cycling
38.67,0.47,18.67,6.13,20.25,3.27,cycling
40.5,1.12,16.67,2.36,21.25,4.76,cycling
41.75,0.43,13.67,1.25,16.5,4.03,cycling
35.67,2.05,20.0,2.94,25.5,6.1,cycling
34.25,2.77,20.33,4.11,19.67,7.85,cycling
37.5,3.35,21.5,2.87,18.0,1.41,cycling
34.5,3.2,19.0,2.35,15.67,4.78,cycling
39.5,0.5,17.75,3.96,19.0,1.58,cycling
41.75,1.09,13.33,1.25,16.33,2.36,cycling
38.25,2.49,20.0,0.82,23.33,3.3,cycling
37.0,1.41,24.25,0.43,25.0,5.1,cycling
30.0,0.0,19.67,2.49,8.0,2.12,cycling
34.6,6.56,17.4,3.67,11.5,4.09,cycling
36.33,0.47,15.0,0.0,15.25,7.98,cycling
39.33,0.47,10.67,4.5,16.25,4.55,cycling
42.0,0.0,15.0,5.24,18.0,4.47,cycling
37.25,1.79,18.75,4.44,21.25,3.7,cycling
31.25,1.79,23.5,1.5,11.25,3.96,cycling
37.5,1.5,20.0,2.16,15.33,2.87,cycling
38.25,1.09,15.25,7.08,12.0,5.24,cycling
43.0,1.22,7.5,4.5,14.0,2.0,cycling
39.0,3.67,7.4,4.03,21.6,2.33,cycling
32.25,4.44,9.0,4.24,16.0,2.83,cycling
24.33,3.3,11.33,2.05,19.33,5.25,cycling
34.67,7.59,13.67,5.25,14.25,6.76,cycling
34.75,3.34,17.75,3.96,16.75,3.96,cycling
40.25,0.83,13.0,2.94,15.33,2.05,cycling
41.25,1.3,18.25,3.7,19.0,1.41,cycling
36.5,2.29,13.33,4.71,21.0,1.87,cycling
26.33,5.25,12.75,4.66,13.33,8.73,cycling
33.25,9.63,14.75,7.19,13.25,3.49,cycling
31.5,8.08,13.67,6.18,15.67,5.73,cycling
38.33,0.47,13.25,2.38,11.5,0.5,cycling
42.25,0.43,13.0,2.74,20.33,0.94,cycling
31.0,2.94,16.33,5.25,19.25,1.3,cycling
27.0,5.61,15.25,5.36,20.25,4.92,cycling
34.75,1.79,18.25,3.7,17.5,4.61,cycling
37.25,1.64,18.75,2.17,15.25,2.17,cycling
42.67,0.94,11.67,0.47,18.0,1.87,cycling
37.75,5.8,14.33,2.05,18.0,2.45,cycling
31.25,5.07,16.0,4.06,17.0,2.12,cycling
25.67,1.7,19.75,2.77,24.0,4.24,cycling
33.0,7.58,20.5,3.2,17.75,6.02,cycling
38.5,1.5,17.33,0.94,17.75,5.63,cycling
41.67,0.47,14.0,2.16,13.0,2.83,cycling
37.25,3.7,16.25,1.09,18.0,3.67,cycling
32.75,3.9,19.33,1.25,11.0,1.41,cycling
29.5,7.37,17.25,7.26,18.75,5.36,cycling
34.25,3.7,21.0,3.67,18.5,4.5,cycling
38.75,1.79,16.75,3.49,24.75,2.49,cycling
41.75,1.64,17.25,2.28,21.0,3.08,cycling
34.5,4.5,20.0,3.24,21.0,1.87,cycling
31.0,3.08,23.75,2.17,15.0,3.0,cycling
36.5,4.82,17.0,2.16,15.67,5.56,cycling
33.75,3.9,18.25,1.79,13.25,3.27,cycling
39.0,0.82,18.0,3.94,19.0,2.94,cycling
41.25,1.48,13.0,2.74,15.5,4.39,cycling
37.75,3.42,16.0,2.74,20.0,5.34,cycling
36.0,2.16,24.0,0.0,23.75,6.8,cycling
34.0,4.74,20.0,2.12,18.0,4.24,cycling
32.0,6.82,20.5,3.35,15.75,2.86,cycling
38.5,0.87,20.25,1.3,20.75,1.64,cycling
41.25,0.83,13.67,4.19,17.33,3.3,cycling
38.5,2.06,17.5,1.5,23.0,3.39,cycling
35.0,3.67,24.0,0.0,20.25,5.76,cycling
23.33,8.06,16.5,8.02,18.0,4.9,cycling
30.5,9.53,20.67,1.89,18.25,2.95,cycling
36.5,2.29,20.75,1.09,15.25,2.17,cycling
40.67,0.94,17.67,0.47,22.0,2.12,cycling
41.8,0.4,13.8,4.96,17.75,2.86,cycling
35.33,3.3,20.33,2.62,25.25,1.48,cycling
33.33,3.4,23.25,1.3,19.0,1.41,cycling
37.0,3.61,19.5,2.96,15.0,6.36,cycling
36.0,0.0,18.0,5.79,16.0,3.39,cycling
39.75,1.3,16.0,4.18,19.25,6.02,cycling
42.0,0.0,15.5,2.29,15.25,2.95,cycling
34.5,5.32,17.5,5.89,19.25,10.64,cycling
32.75,2.17,23.0,1.22,15.0,7.48,cycling
30.5,7.02,19.25,3.49,16.0,5.1,cycling
30.25,8.84,14.75,8.55,15.5,7.3,cycling
37.25,1.3,18.25,3.9,17.25,3.27,cycling
41.25,1.3,11.0,1.41,17.67,2.87,cycling
39.5,2.87,13.33,7.32,19.75,4.44,cycling
35.25,3.27,22.5,1.12,20.25,5.8,cycling
31.0,6.44,15.5,1.5,15.75,5.36,cycling
30.0,7.26,19.0,6.12,18.0,2.45,cycling
35.33,1.7,20.5,1.5,15.33,1.89,cycling
39.5,1.5,15.25,4.71,18.25,3.27,cycling
40.67,1.25,14.0,2.0,21.0,2.0,cycling
37.25,1.48,24.0,1.87,21.0,10.56,cycling
31.75,2.49,23.25,3.27,19.25,2.05,cycling
35.5,3.28,19.25,5.89,15.25,3.27,cycling
37.25,1.3,16.5,5.12,19.5,3.35,cycling
39.75,1.3,12.75,3.11,21.25,5.93,cycling
41.25,1.92,18.0,0.82,18.25,4.15,cycling
37.25,1.3,25.0,4.58,25.25,5.36,cycling
30.0,3.54,28.25,3.63,17.25,3.03,cycling
32.0,8.4,22.75,2.86,22.5,2.6,cycling
34.0,4.06,19.75,4.6,16.0,7.11,cycling
39.75,1.48,20.33,0.47,21.33,2.49,cycling
40.0,1.58,13.5,2.29,22.75,3.34,cycling
37.0,1.41,28.0,2.45,21.67,11.09,cycling
29.67,2.05,25.0,2.83,17.25,2.59,cycling
33.0,5.66,20.0,3.74,17.5,3.35,cycling
36.0,1.87,17.0,5.0,19.0,3.74,cycling
39.75,0.83,14.75,1.79,22.5,2.6,cycling
41.75,0.43,11.75,5.17,16.75,2.28,cycling
38.5,3.91,14.33,3.4,22.0,2.45,cycling
35.25,1.92,27.75,2.49,21.25,3.34,cycling
30.25,1.09,26.25,3.9,17.25,2.86,cycling
35.25,4.82,22.5,3.57,20.5,2.29,cycling
36.0,0.82,18.67,6.34,14.5,5.89,cycling
39.0,1.87,22.0,1.58,23.75,3.49,cycling
42.0,0.0,18.0,1.87,11.0,2.94,cycling
35.75,4.6,22.5,1.5,22.33,4.11,cycling
31.25,2.77,28.5,1.12,16.5,2.69,cycling
32.33,2.62,22.0,3.54,16.33,1.89,cycling
32.67,5.44,21.0,2.45,18.0,2.12,cycling
36.0,2.12,18.0,4.3,17.0,4.74,cycling
39.0,1.87,16.5,1.5,23.0,3.0,cycling
40.25,2.49,10.75,4.09,14.0,8.8,cycling
35.5,2.18,26.75,3.49,24.25,6.53,cycling
31.75,2.49,26.75,1.09,15.67,2.62,cycling
34.0,4.24,22.5,1.66,18.0,3.67,cycling
29.5,8.44,18.33,4.5,23.33,0.94,cycling
35.25,1.3,21.0,4.24,22.67,2.62,cycling
41.0,1.22,17.5,1.8,22.0,4.97,cycling
40.67,1.25,15.75,2.28,19.0,2.83,cycling
36.75,1.3,27.0,1.87,24.5,4.5,cycling
30.33,0.47,24.67,1.25,10.5,3.2,cycling
36.75,4.44,20.25,3.56,17.25,1.48,cycling
37.25,0.83,13.5,8.08,19.5,2.69,cycling
38.5,0.5,14.25,5.76,21.5,0.5,cycling
41.5,1.12,7.0,3.94,19.0,1.22,cycling
37.75,1.92,15.25,4.38,22.5,4.72,cycling
35.5,2.87,26.75,1.79,22.33,5.44,cycling
31.25,0.83,22.5,4.5,15.75,3.34,cycling
32.0,6.93,22.5,1.66,21.0,1.41,cycling
35.5,4.97,15.5,4.82,17.25,3.96,cycling
40.25,1.3,11.0,2.83,20.75,2.17,cycling
40.0,2.45,12.5,3.64,21.0,3.08,cycling
34.75,2.77,23.5,3.35,24.75,3.9,cycling
35.0,2.74,22.25,1.79,17.25,3.11,cycling
37.5,2.6,20.25,8.32,18.5,1.5,cycling
38.5,0.5,20.5,0.5,18.5,0.5,cycling
39.0,0.71,15.67,5.19,21.25,0.43,cycling
41.5,0.87,9.5,3.04,12.25,2.49,cycling
33.33,3.68,15.0,2.45,20.5,2.5,cycling
37.0,1.41,25.5,1.5,24.0,8.49,cycling
26.5,4.5,20.5,4.5,17.0,2.45,cycling
35.33,8.06,23.0,2.45,20.5,2.29,cycling
33.0,7.58,16.33,4.19,13.0,5.1,cycling
41.25,1.09,19.67,1.89,23.0,1.63,cycling
42.0,0.71,17.33,2.05,16.75,3.63,cycling
35.5,3.57,19.25,1.64,21.25,1.64,cycling
32.75,2.17,23.75,0.43,21.75,1.92,cycling
34.5,3.35,18.75,3.49,15.33,5.31,cycling
30.0,6.96,15.67,3.68,16.67,3.3,cycling
37.25,0.83,19.0,5.1,20.5,2.87,cycling
40.5,1.5,16.75,1.3,19.25,2.77,cycling
40.0,2.45,16.0,5.79,22.0,2.0,cycling
34.5,3.35,28.33,1.25,22.67,3.86,cycling
34.0,2.83,26.33,2.49,19.0,1.58,cycling
32.0,4.55,20.0,1.73,20.0,2.16,cycling
38.2,1.94,19.75,5.31,19.2,6.21,cycling
42.0,0.0,14.25,2.59,25.67,1.25,cycling
42.33,0.94,13.33,3.4,16.75,1.3,cycling
38.0,1.41,11.5,0.5,17.67,11.15,cycling
35.0,3.67,28.33,1.25,23.0,4.97,cycling
37.25,4.02,24.75,2.28,14.75,3.56,cycling
35.0,1.41,20.67,2.49,17.5,5.5,cycling
37.75,0.83,17.67,6.94,20.83,4.22,cycling
41.5,1.12,11.5,4.61,17.33,6.02,cycling
38.5,2.29,12.0,3.0,22.33,3.09,cycling
34.5,3.35,26.5,1.5,23.25,5.12,cycling
32.0,2.45,25.25,1.79,19.75,1.64,cycling
37.0,1.41,19.5,3.77,18.0,2.45,cycling
32.0,6.82,13.67,7.54,15.0,2.45,cycling
40.5,1.66,13.5,5.17,21.0,0.0,cycling
43.5,1.5,19.33,1.7,13.0,1.41,cycling
33.33,3.77,21.0,5.1,22.5,3.35,cycling
32.5,2.87,27.5,0.5,18.75,3.27,cycling
32.75,4.71,20.0,3.67,17.25,3.27,cycling
28.5,9.63,19.25,1.3,21.25,1.92,cycling
36.5,2.29,18.67,3.3,20.67,0.47,cycling
41.0,0.82,9.5,1.8,20.0,5.66,cycling
40.0,4.0,10.5,4.39,19.0,4.85,cycling
33.0,4.24,21.75,4.97,26.67,0.47,cycling
30.0,0.0,25.5,1.5,18.0,2.45,cycling
38.0,2.45,21.25,3.83,16.75,1.92,cycling
33.75,4.44,13.5,6.8,14.5,4.5,cycling
37.0,1.0,17.5,2.5,22.0,1.87,cycling
38.0,1.0,12.5,2.5,20.0,3.74,cycling
38.75,3.49,14.5,3.35,23.67,2.05,cycling
33.0,3.27,22.5,4.39,26.5,3.91,cycling
32.25,2.28,23.0,1.41,14.0,4.53,cycling
37.0,2.74,21.0,6.52,15.25,3.34,cycling
38.0,1.22,12.33,8.38,20.0,1.41,cycling
40.5,1.5,15.2,5.04,18.2,3.66,cycling
39.0,2.45,11.5,0.5,23.0,2.16,cycling
33.75,4.44,18.0,4.9,24.0,3.27,cycling
31.5,4.72,20.75,5.63,17.25,2.86,cycling
35.0,3.0,21.5,2.5,15.75,7.76,cycling
40.25,2.49,19.75,3.27,21.5,2.29,cycling
41.5,0.87,12.75,4.44,17.75,2.38,cycling
33.33,6.18,15.5,3.77,17.0,4.32,cycling
42.0,0.0,14.5,3.5,18.75,2.49,cycling
40.67,1.25,13.25,3.7,15.33,4.03,cycling
36.0,2.45,24.0,0.82,22.0,2.74,cycling
34.5,1.5,20.75,5.07,13.5,3.35,cycling
32.5,4.61,21.0,2.45,15.67,4.11,cycling
39.75,1.48,14.0,4.74,16.0,1.63,cycling
43.25,0.83,18.0,2.55,10.0,1.0,cycling
37.75,4.6,11.75,0.83,19.25,1.09,cycling
33.75,2.49,11.75,2.95,20.0,1.22,cycling
35.5,3.04,15.33,4.03,17.33,1.7,cycling
36.75,5.17,15.25,4.6,15.75,2.86,cycling
43.0,1.22,17.5,2.18,13.5,1.5,cycling
38.0,2.83,13.0,2.83,16.0,1.41,cycling
36.0,0.0,23.0,1.22,22.0,2.16,cycling
32.75,2.17,20.25,3.27,11.75,6.87,cycling
29.0,1.41,15.33,0.47,16.5,1.12,cycling
39.25,1.79,14.5,3.5,14.75,4.82,cycling
44.0,0.71,14.75,2.38,22.25,2.49,cycling
38.75,5.26,11.33,3.3,21.5,2.6,cycling
34.0,2.83,23.75,0.43,19.67,1.25,cycling
34.25,5.31,15.25,6.02,20.25,1.48,cycling
36.0,6.4,16.33,4.11,14.0,2.83,cycling
43.67,0.47,19.0,2.83,18.25,3.7,cycling
41.0,0.82,11.0,5.87,12.0,6.48,cycling
36.5,0.87,23.25,3.11,21.5,3.57,cycling
32.0,1.41,20.0,5.66,15.75,3.49,cycling
29.75,4.71,20.0,2.74,15.25,3.56,cycling
40.0,1.22,18.67,2.62,21.75,5.67,cycling
43.0,0.71,15.75,2.77,15.5,7.16,cycling
37.75,2.05,15.5,3.04,16.75,3.27,cycling
34.25,1.3,17.25,3.03,20.75,2.17,cycling
32.5,8.17,16.25,3.49,20.25,1.3,cycling
35.5,6.06,19.25,3.27,19.75,5.12,cycling
42.25,1.48,15.67,1.7,21.25,2.68,cycling
40.5,3.2,12.75,5.8,18.25,3.63,cycling
33.75,1.3,14.25,2.86,18.75,1.48,cycling
33.0,0.0,9.0,0.82,21.0,0.0,cycling
30.0,3.67,21.0,3.0,20.4,2.06,cycling
39.5,1.8,20.75,2.28,16.0,5.05,cycling
42.5,1.8,15.5,0.5,21.67,3.3,cycling
34.0,5.1,13.75,4.02,18.0,5.72,cycling
32.67,0.47,10.0,2.35,19.0,2.94,cycling
32.0,2.83,18.33,5.44,20.0,1.58,cycling
30.75,5.76,18.67,3.3,19.5,4.56,cycling
41.25,0.83,16.0,3.24,24.5,1.8,cycling
43.0,1.58,13.75,1.79,21.5,2.96,cycling
34.75,4.02,16.75,1.09,18.25,4.6,cycling
32.75,0.43,12.75,1.3,20.25,1.3,cycling
35.0,3.67,19.25,3.7,17.5,2.5,cycling
35.0,5.96,23.0,0.0,14.5,0.5,cycling
42.75,1.3,14.25,7.4,24.5,0.5,cycling
40.75,3.19,16.0,2.45,20.25,3.56,cycling
35.33,1.7,14.2,4.26,18.75,3.56,cycling
32.25,1.92,20.33,0.94,15.67,2.05,cycling
28.67,4.19,18.25,5.21,15.67,3.3,cycling
32.5,7.7,15.5,5.22,16.5,4.56,cycling
42.0,0.0,17.33,1.7,21.25,5.45,cycling
40.5,2.29,14.75,2.95,13.5,4.72,cycling
36.0,1.73,15.0,6.48,20.75,1.09,cycling
34.5,2.6,20.25,2.28,18.0,0.71,cycling
32.75,6.26,17.25,4.82,18.0,4.24,cycling
40.67,1.7,15.67,3.3,21.75,3.9,cycling
42.5,2.06,16.0,1.41,21.33,0.47,cycling
34.0,3.74,14.0,1.58,19.0,3.56,cycling
32.75,0.43,19.0,3.46,19.5,3.35,cycling
27.67,4.78,18.0,4.9,18.67,1.7,cycling
33.75,7.46,15.75,5.63,15.5,5.5,cycling
43.0,1.41,17.0,1.22,23.33,1.7,cycling
42.0,2.12,13.75,2.86,13.0,6.6,cycling
36.25,2.05,14.0,2.83,18.5,3.04,cycling
33.75,1.3,16.5,1.5,21.25,3.11,cycling
31.0,4.55,18.33,4.19,20.0,1.73,cycling
36.75,2.49,15.67,3.3,15.67,3.86,cycling
42.67,0.94,16.5,2.06,21.2,1.83,cycling
38.0,5.05,15.5,2.5,18.67,3.3,cycling
35.0,1.41,13.75,1.92,17.33,1.7,cycling
35.0,2.83,11.0,9.63,19.75,2.77,cycling
35.5,3.91,15.5,3.57,19.0,2.12,cycling
41.0,1.58,16.5,1.5,22.5,2.6,cycling
43.25,1.92,15.25,2.86,19.75,3.27,cycling
35.0,4.58,16.0,3.39,18.67,1.89,cycling
33.75,1.3,17.0,3.0,20.0,2.92,cycling
32.25,4.49,16.25,4.92,15.33,4.5,cycling
36.0,5.83,17.5,1.5,16.25,2.68,cycling
42.25,0.43,16.25,2.49,12.5,4.27,cycling
37.5,2.06,15.33,4.03,17.5,4.27,cycling
34.75,1.79,20.0,1.0,17.0,3.94,cycling
35.25,5.76,18.67,4.11,19.33,3.68,cycling
34.75,3.42,14.25,5.93,13.8,2.48,cycling
42.0,2.55,20.0,1.41,14.67,4.71,cycling
40.5,4.5,18.5,3.04,14.0,2.74,cycling
34.0,2.83,19.25,5.07,22.33,0.47,cycling
30.5,0.87,23.25,1.3,15.0,4.24,cycling
35.5,6.1,19.0,3.67,17.75,5.07,cycling
38.67,0.47,17.33,3.3,11.0,6.78,cycling
42.25,1.09,16.5,4.39,14.25,2.49,cycling
37.67,4.78,17.33,2.05,14.5,6.18,cycling
32.67,2.49,19.75,4.6,19.75,3.7,cycling
33.75,3.27,20.5,2.87,14.0,5.43,cycling
34.5,4.5,14.75,3.27,16.75,5.67,cycling
40.25,1.3,15.25,4.38,10.75,4.21,cycling
42.75,0.83,18.0,2.45,16.0,2.83,cycling
35.0,4.06,19.5,4.97,20.0,6.6,cycling
32.75,2.68,24.0,0.0,14.67,1.89,cycling
32.25,9.12,13.5,9.39,17.25,2.28,cycling
39.5,0.5,15.67,2.87,17.33,2.36,cycling
43.75,1.3,14.5,5.59,17.25,3.34,cycling
36.5,5.55,13.0,7.04,13.25,5.07,cycling
33.33,2.05,22.0,1.0,22.0,1.41,cycling
32.0,5.34,23.0,1.41,20.25,1.48,cycling
33.75,6.18,17.0,4.95,20.25,2.28,cycling
38.75,2.17,18.25,2.17,13.5,6.18,cycling
42.25,0.43,21.25,1.3,15.0,2.12,cycling
39.25,5.36,15.0,3.94,19.0,3.61,cycling
33.0,2.12,23.25,1.3,18.25,4.09,cycling
32.25,3.9,17.75,7.76,16.25,3.03,cycling
36.5,2.87,15.0,6.96,15.0,6.52,cycling
39.25,0.83,15.0,2.16,15.0,4.24,cycling
41.25,1.3,15.5,2.6,17.0,4.06,cycling
36.0,2.12,22.0,4.06,23.75,3.7,cycling
34.5,2.6,21.67,2.05,20.0,0.0,cycling
31.25,7.92,18.0,3.74,20.33,1.25,cycling
40.25,1.3,19.5,3.5,17.75,3.7,cycling
44.33,0.94,7.0,5.0,17.67,2.05,cycling
36.5,4.82,14.75,3.56,16.75,4.32,cycling
32.75,1.48,23.25,1.3,16.0,5.05,cycling
32.33,2.62,11.67,8.73,8.5,3.2,cycling
34.0,5.43,17.5,5.77,18.5,3.28,cycling
42.25,2.17,20.25,1.09,21.5,3.2,cycling
39.75,3.27,13.5,4.39,16.75,2.95,cycling
34.25,1.79,13.5,1.5,17.25,8.93,cycling
32.75,2.17,16.0,3.08,16.5,4.39,cycling
33.0,4.95,17.0,3.08,14.75,5.85,cycling
40.5,1.12,14.0,1.63,20.33,3.86,cycling
43.25,0.83,15.25,2.28,14.75,3.34,cycling
38.0,0.82,18.25,7.19,23.0,1.41,cycling
31.67,1.25,25.0,0.82,20.5,1.66,cycling
34.0,5.61,15.75,8.23,20.75,3.27,cycling
37.5,2.69,16.67,3.4,11.33,1.7,cycling
42.25,2.17,19.5,1.12,15.75,2.86,cycling
40.5,4.5,13.0,3.74,18.0,2.16,cycling
32.25,1.3,23.25,1.3,15.25,6.1,cycling
31.0,4.53,20.25,4.49,16.5,5.32,cycling
35.25,3.27,15.5,8.67,13.0,5.34,cycling
41.5,2.06,19.25,1.79,16.0,5.05,cycling
43.25,1.09,16.25,2.17,15.75,3.27,cycling
