avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
32.5,3.77,15.33,2.05,21.5,1.8,walking
36.75,6.06,11.5,1.12,16.5,4.5,walking
35.0,5.87,13.75,2.05,19.0,1.87,walking
29.5,2.29,12.25,0.83,13.67,7.32,walking
37.5,5.72,13.5,2.5,11.67,3.09,walking
36.0,0.0,12.67,4.99,16.0,3.27,walking
36.0,2.45,15.75,2.86,22.33,0.94,walking
40.25,4.26,14.25,4.92,19.25,2.77,walking
29.0,2.83,21.0,0.0,19.25,4.02,walking
26.75,1.79,20.0,0.82,17.33,3.3,walking
33.25,3.49,12.25,3.63,18.75,3.7,walking
34.25,7.4,20.5,2.29,21.5,0.5,walking
30.0,3.67,18.67,4.11,12.0,6.04,walking
41.25,3.27,14.5,3.5,12.25,5.93,walking
28.75,11.28,16.0,2.74,19.25,1.79,walking
27.0,1.87,15.33,0.47,20.33,0.94,walking
32.25,5.76,14.75,3.9,17.75,2.38,walking
38.25,4.44,11.0,6.04,17.0,4.53,walking
34.25,1.79,19.25,3.27,17.75,5.8,walking
40.67,3.68,13.67,2.87,15.0,2.24,walking
34.0,5.89,15.0,3.54,17.67,4.19,walking
27.5,1.66,21.5,2.29,15.25,5.54,walking
28.0,6.16,16.0,0.82,16.0,1.22,walking
38.5,4.92,19.0,2.12,17.25,2.49,walking
30.0,4.42,20.67,2.36,16.75,1.79,walking
36.75,8.04,14.5,3.57,18.75,4.44,walking
35.0,6.38,14.0,1.63,13.75,1.3,walking
24.25,6.61,15.0,9.0,12.0,2.16,walking
31.0,4.74,16.33,1.25,16.0,2.16,walking
39.0,4.24,13.0,4.0,10.75,1.3,walking
34.0,2.83,14.67,1.25,15.5,2.5,walking
34.0,5.1,16.75,3.11,16.67,0.47,walking
40.75,4.76,18.67,1.7,16.25,4.44,walking
29.25,1.48,16.25,6.26,19.5,2.96,walking
33.33,4.03,17.0,2.0,12.0,6.82,walking
38.25,5.36,15.0,2.55,15.25,3.49,walking
31.0,3.74,17.5,5.02,17.67,8.96,walking
35.25,3.9,16.0,2.55,12.0,5.2,walking
34.0,11.58,12.0,5.66,19.67,1.7,walking
24.75,2.49,16.75,2.95,14.33,2.87,walking
31.25,4.76,14.75,2.17,15.5,4.09,walking
41.0,3.74,15.67,2.49,10.25,1.79,walking
32.75,2.17,15.25,2.68,12.5,6.02,walking
32.25,5.36,15.5,2.29,14.33,5.91,walking
30.75,4.44,15.0,2.45,11.67,6.34,walking
26.75,2.49,12.0,2.83,19.0,1.22,walking
25.25,10.06,13.25,2.17,9.0,3.74,walking
38.67,2.05,9.25,6.14,10.33,3.68,walking
33.0,5.1,11.5,6.42,11.75,2.68,walking
33.75,3.9,16.0,3.24,14.5,3.91,walking
33.5,5.5,13.0,4.24,17.5,2.5,walking
30.75,3.27,15.67,1.7,21.0,2.24,walking
28.5,5.02,14.25,3.03,18.25,3.27,walking
40.75,3.49,16.0,5.05,19.5,1.66,walking
34.25,2.17,19.75,1.3,23.0,1.22,walking
36.5,2.69,10.33,0.94,16.75,5.12,walking
36.25,6.94,11.25,3.34,18.25,3.56,walking
29.5,7.37,16.67,1.25,21.33,0.47,walking
29.67,6.02,15.75,3.03,19.67,2.05,walking
41.33,2.49,18.67,2.87,15.75,3.9,walking
36.0,0.0,19.75,2.68,14.75,5.31,walking
34.5,5.02,23.75,2.28,17.0,2.55,walking
35.25,5.76,16.25,2.38,16.5,5.72,walking
26.25,1.48,18.5,1.8,17.75,3.42,walking
12.5,9.34,12.0,2.12,21.5,1.5,walking
35.0,3.56,12.0,3.0,14.5,3.5,walking
33.33,2.05,15.0,3.94,15.0,4.24,walking
37.5,1.5,14.25,2.86,14.5,5.5,walking
36.75,8.32,13.5,3.77,20.5,2.87,walking
32.0,2.74,15.0,2.12,24.25,2.38,walking
25.75,2.49,18.5,3.64,17.25,4.15,walking
38.5,5.55,13.5,3.77,21.5,2.18,walking
34.0,4.53,22.67,2.87,23.25,0.83,walking
37.5,1.5,21.0,2.12,19.0,2.0,walking
37.5,9.55,16.5,2.29,16.25,3.27,walking
30.75,3.27,15.0,1.22,18.75,3.9,walking
26.25,3.96,17.5,1.12,24.0,2.12,walking
41.0,3.74,17.67,4.71,22.25,1.3,walking
36.33,0.47,16.67,2.36,21.5,2.87,walking
35.75,3.63,13.0,2.92,18.75,1.3,walking
35.25,7.08,13.5,4.15,19.25,2.49,walking
31.25,5.89,12.75,1.3,19.25,1.79,walking
25.75,6.5,17.25,2.86,16.5,4.5,walking
41.0,3.74,9.5,5.5,11.0,3.39,walking
35.4,5.95,15.75,4.6,10.5,3.2,walking
36.75,3.27,15.0,2.55,19.25,4.44,walking
34.67,9.46,12.0,3.56,18.5,0.87,walking
34.0,7.35,14.25,3.77,14.75,4.15,walking
24.5,1.8,14.25,2.86,17.0,1.0,walking
35.25,2.59,18.0,2.16,19.33,2.36,walking
36.0,3.54,14.67,4.5,14.5,2.87,walking
33.25,3.9,15.0,4.69,17.5,2.29,walking
38.0,7.04,11.5,3.35,18.0,0.0,walking
27.25,1.79,17.67,2.05,19.33,2.36,walking
25.75,9.73,15.5,4.15,15.75,1.3,walking
35.25,3.11,17.0,2.74,18.5,4.5,walking
32.0,1.22,16.33,3.09,18.75,2.86,walking
37.0,0.82,19.75,1.48,20.67,3.3,walking
40.0,5.61,18.25,0.43,17.67,6.34,walking
28.0,7.07,15.0,3.0,18.0,2.12,walking
28.33,6.13,17.0,1.41,15.5,2.69,walking
37.5,3.35,15.75,3.77,19.5,3.35,walking
30.75,3.27,18.5,2.6,14.75,5.07,walking
36.0,7.48,14.0,3.67,15.0,2.55,walking
32.0,8.72,15.5,3.91,17.5,5.41,walking
21.5,8.05,12.33,2.87,22.33,1.89,walking
33.33,3.4,19.25,1.48,17.75,1.79,walking
35.75,2.49,17.75,3.7,15.0,2.12,walking
32.25,2.49,16.33,4.19,14.0,2.94,walking
34.5,8.08,10.5,5.68,15.75,2.86,walking
28.75,12.85,9.67,4.99,17.5,8.17,walking
21.33,4.5,18.0,2.12,17.33,1.7,walking
37.0,5.34,12.75,3.11,15.5,3.91,walking
33.67,3.3,20.33,2.49,18.75,2.49,walking
30.0,2.45,15.33,2.62,12.5,0.87,walking
39.25,3.42,18.5,2.29,16.25,7.73,walking
35.75,8.14,17.67,2.62,20.25,2.59,walking
21.5,5.41,16.5,2.96,19.25,1.79,walking
36.5,5.5,15.0,2.45,13.0,3.61,walking
30.5,7.76,17.5,1.66,17.75,0.43,walking
33.25,3.77,14.25,3.96,11.25,3.11,walking
39.0,4.95,14.0,2.83,18.67,4.78,walking
30.5,3.35,15.25,6.1,20.0,1.22,walking
21.0,6.98,17.5,4.33,18.0,0.0,walking
40.25,4.26,12.25,4.32,9.5,1.8,walking
34.33,3.09,20.33,1.7,18.0,8.75,walking
33.5,3.57,13.0,1.41,13.5,3.64,walking
34.75,4.76,13.75,4.92,13.25,5.45,walking
29.75,2.86,11.25,5.76,18.25,1.09,walking
27.25,4.02,19.75,3.77,14.0,4.36,walking
40.5,2.69,18.5,4.77,18.75,4.09,walking
30.5,3.2,18.0,4.9,17.33,2.49,walking
31.75,4.82,17.5,4.33,10.0,2.83,walking
39.0,7.65,15.67,1.7,18.67,6.18,walking
25.0,1.41,19.5,1.12,24.0,2.45,walking
30.5,6.42,17.5,4.97,18.5,3.57,walking
35.0,5.35,16.67,3.4,19.75,1.79,walking
35.5,2.87,14.75,2.49,20.25,2.59,walking
31.5,3.35,15.75,4.15,19.25,1.79,walking
36.25,7.46,14.75,6.22,17.75,6.38,walking
24.0,8.51,19.75,1.3,20.0,6.6,walking
33.0,3.67,17.75,2.49,21.0,1.87,walking
41.75,4.44,12.33,6.94,17.67,4.71,walking
31.0,4.24,13.75,4.15,12.67,4.11,walking
37.0,4.58,20.0,3.67,18.75,4.66,walking
31.67,5.25,12.5,2.06,13.33,4.11,walking
28.75,1.79,20.25,3.11,18.0,3.08,walking
31.0,5.0,15.75,5.76,21.0,0.0,walking
36.0,4.24,13.25,4.09,15.5,2.6,walking
29.25,7.29,22.25,1.3,17.0,3.54,walking
36.0,4.24,19.0,3.94,15.0,3.0,walking
39.67,4.99,11.33,3.86,17.5,2.69,walking
28.5,4.03,18.25,1.92,15.25,3.56,walking
31.25,5.02,18.5,3.2,17.25,6.26,walking
38.25,4.66,14.75,5.31,11.75,3.49,walking
36.75,1.3,17.25,2.49,19.25,4.44,walking
41.0,1.0,13.5,0.5,13.5,1.5,walking
33.5,6.55,15.6,3.01,17.6,2.73,walking
33.0,4.24,14.5,5.55,14.0,4.55,walking
38.0,4.42,12.25,1.64,19.5,1.66,walking
32.75,0.43,15.5,2.6,16.0,3.74,walking
29.5,0.5,17.67,2.36,17.75,2.59,walking
40.33,3.4,17.67,0.47,13.0,6.48,walking
34.5,6.22,14.5,3.28,16.5,5.12,walking
26.5,1.5,14.75,7.4,11.75,2.86,walking
33.25,3.83,13.67,2.36,16.0,2.83,walking
32.33,3.3,15.67,4.78,11.0,4.0,walking
34.0,3.67,19.5,6.69,19.25,3.49,walking
35.0,7.07,15.0,6.48,17.75,3.83,walking
36.0,5.61,15.75,3.9,17.0,3.39,walking
27.5,6.38,17.5,1.5,15.67,5.19,walking
32.75,6.02,11.75,6.57,18.75,1.3,walking
33.5,2.06,18.0,2.12,16.75,1.3,walking
35.0,2.74,17.5,4.97,15.25,5.49,walking
36.75,3.27,15.0,3.54,14.33,0.47,walking
28.0,4.85,11.0,5.89,18.0,2.45,walking
28.75,6.26,18.75,3.34,20.0,1.41,walking
36.75,8.61,17.25,3.27,20.0,1.41,walking
38.67,1.25,16.25,3.9,17.0,2.83,walking
37.25,3.27,14.25,2.49,17.0,1.41,walking
35.5,7.26,7.25,4.87,19.0,3.56,walking
26.33,1.7,10.33,3.09,22.25,1.3,walking
31.5,4.97,15.5,3.57,15.0,3.46,walking
43.25,3.03,16.5,4.72,8.75,5.45,walking
34.75,4.76,17.75,4.21,12.0,4.64,walking
34.25,3.03,16.25,6.53,14.5,3.2,walking
34.0,4.06,14.5,3.5,14.75,2.49,walking
27.0,5.1,12.0,4.24,12.33,2.05,walking
35.25,7.15,15.0,5.1,16.0,1.22,walking
38.0,5.1,17.0,3.16,13.0,5.35,walking
34.33,2.36,12.33,2.87,13.75,3.63,walking
32.75,3.27,9.0,5.35,18.25,2.77,walking
32.0,5.74,14.25,1.92,16.67,1.7,walking
29.0,2.74,15.5,2.6,20.75,1.79,walking
35.25,6.14,16.0,1.22,14.67,1.89,walking
39.75,1.3,18.33,4.03,19.75,3.19,walking
32.5,3.77,17.25,4.26,16.5,6.8,walking
37.5,6.8,13.5,2.69,18.5,4.82,walking
30.25,6.61,17.0,3.0,18.67,4.78,walking
28.5,4.5,16.75,6.5,21.5,2.29,walking
36.5,4.61,18.75,3.77,13.75,6.26,walking
31.67,4.11,17.5,5.5,19.0,2.92,walking
33.0,4.12,15.5,3.91,14.0,5.92,walking
33.25,6.5,14.0,3.74,18.5,2.5,walking
24.25,4.71,15.25,5.93,16.25,7.95,walking
27.75,5.76,13.25,1.3,16.25,2.49,walking
38.25,5.12,14.75,2.17,15.0,6.36,walking
34.0,2.83,17.0,5.39,9.0,4.97,walking
29.0,5.72,12.0,6.6,12.67,5.44,walking
38.67,5.79,13.0,1.41,15.75,3.34,walking
24.75,5.76,13.25,3.03,18.75,1.48,walking
36.25,7.26,15.0,3.67,17.75,2.86,walking
37.0,3.94,20.25,1.3,16.25,1.64,walking
33.75,3.27,19.5,4.5,15.0,2.12,walking
34.25,5.21,17.0,1.22,14.25,4.15,walking
26.5,3.2,14.67,4.78,17.25,3.27,walking
28.75,5.45,16.33,3.86,20.67,2.49,walking
41.33,2.87,15.5,2.29,11.0,7.79,walking
29.33,0.94,19.0,0.82,10.0,6.82,walking
31.5,5.94,12.75,3.56,17.0,1.41,walking
36.25,10.69,16.25,1.3,18.0,3.0,walking
26.5,5.89,20.0,2.35,16.75,3.96,walking
32.75,6.06,15.5,7.3,17.25,3.27,walking
39.25,5.63,20.75,3.27,18.25,2.77,walking
31.75,5.31,14.25,3.9,22.75,4.6,walking
33.5,4.5,14.0,2.74,17.25,4.32,walking
33.0,5.61,17.67,0.47,15.67,5.19,walking
33.0,3.0,15.0,4.9,15.25,3.27,walking
33.25,6.91,19.25,2.95,18.25,1.79,walking
34.5,3.35,18.67,1.25,19.75,1.09,walking
34.5,4.5,16.0,8.46,9.75,3.34,walking
34.33,4.19,20.75,1.79,13.0,3.27,walking
39.33,8.81,18.33,0.47,23.75,1.64,walking
27.5,1.5,11.75,2.49,16.0,6.96,walking
30.5,6.98,18.0,0.71,19.75,2.77,walking
41.0,3.67,15.5,3.35,15.0,4.58,walking
26.5,8.26,14.25,1.3,14.5,2.18,walking
34.25,7.95,15.0,1.63,17.33,3.3,walking
35.0,5.87,13.5,1.66,14.25,2.28,walking
30.5,1.5,9.25,3.63,19.0,0.71,walking
39.0,5.72,16.75,4.6,14.0,6.38,walking
34.0,9.25,17.75,2.17,12.5,2.29,walking
30.0,4.74,11.5,5.17,16.25,3.7,walking
39.67,2.62,11.33,2.49,12.5,2.5,walking
33.75,7.5,12.75,3.96,16.0,4.06,walking
30.0,1.87,11.75,6.68,15.75,0.83,walking
37.25,7.15,12.75,1.92,13.0,2.12,walking
35.5,3.91,13.75,5.21,12.33,2.05,walking
32.75,2.68,16.0,2.16,11.33,2.62,walking
36.25,2.17,13.5,1.5,15.33,2.49,walking
28.33,3.4,13.33,1.7,23.5,0.5,walking
22.0,2.55,12.75,4.66,16.25,3.27,walking
38.0,1.63,19.67,1.7,15.5,1.66,walking
34.25,2.17,15.75,3.27,12.25,6.5,walking
36.0,2.12,14.67,4.19,19.25,2.86,walking
35.5,7.4,16.33,0.94,16.75,1.64,walking
25.5,6.18,15.5,0.87,10.33,1.89,walking
28.5,6.54,14.0,4.06,17.5,2.29,walking
31.75,7.01,16.75,4.6,11.25,4.32,walking
28.25,5.31,13.75,4.76,16.33,2.87,walking
33.25,6.14,15.75,3.96,14.67,2.05,walking
34.25,9.96,11.33,1.89,16.33,5.91,walking
20.5,5.02,16.0,1.58,15.25,2.86,walking
36.75,5.54,16.0,2.74,12.25,5.21,walking
38.67,1.25,19.75,4.55,19.67,3.3,walking
39.5,2.6,11.67,0.94,19.25,3.03,walking
32.33,8.06,10.33,5.31,14.33,2.62,walking
34.0,4.64,11.5,2.29,19.25,6.5,walking
28.0,4.18,14.0,4.0,10.75,5.97,walking
38.0,4.06,10.75,5.85,12.75,6.5,walking
31.25,2.77,18.0,4.3,10.67,4.99,walking
32.0,5.7,22.0,1.41,14.0,5.89,walking
37.75,9.47,12.0,4.64,13.25,1.79,walking
32.33,2.62,17.75,0.43,17.33,1.89,walking
31.0,4.08,16.33,7.41,16.67,1.7,walking
33.5,2.18,15.5,2.5,19.0,2.45,walking
35.75,2.17,14.5,4.09,11.75,6.38,walking
34.25,3.49,13.0,6.56,22.0,1.41,walking
40.33,5.25,7.5,4.5,17.67,3.86,walking
23.5,4.15,12.0,3.08,17.75,1.48,walking
32.5,5.68,16.5,4.72,12.25,6.42,walking
36.0,5.61,21.25,4.76,14.25,2.28,walking
38.0,2.12,17.33,1.7,16.0,2.0,walking
34.5,10.5,12.5,2.5,16.0,4.55,walking
36.0,6.75,16.0,1.87,14.75,5.45,walking
26.25,3.9,15.5,3.2,15.5,7.09,walking
38.25,3.9,17.33,1.25,18.0,0.0,walking
36.0,2.12,18.67,1.7,7.33,4.5,walking
34.0,1.73,17.5,2.69,12.0,0.0,walking
40.0,3.56,8.25,2.49,19.67,2.36,walking
28.75,5.89,16.0,1.41,17.5,2.5,walking
30.0,2.45,15.67,1.7,18.75,0.83,walking
36.5,9.07,15.75,2.49,17.5,1.5,walking
33.75,1.3,17.0,3.67,15.75,2.59,walking
37.0,1.22,19.0,1.22,17.75,1.79,walking
39.0,3.56,13.33,3.09,17.5,0.5,walking
24.5,8.44,15.67,3.3,19.4,3.83,walking
30.25,7.66,21.0,2.74,18.75,4.97,walking
37.5,1.5,17.75,3.96,17.5,2.5,walking
30.0,0.82,19.25,3.03,22.33,1.25,walking
36.0,5.52,13.25,1.48,18.0,2.55,walking
41.33,8.06,18.0,2.45,21.5,1.5,walking
25.25,4.71,20.25,1.79,21.0,2.12,walking
29.75,4.71,16.25,5.17,17.0,3.24,walking
42.25,2.38,13.33,3.4,18.75,2.28,walking
34.5,1.5,18.0,3.67,11.75,3.11,walking
40.0,1.73,20.5,2.69,15.75,4.15,walking
35.5,4.5,17.0,2.12,17.25,5.93,walking
26.75,10.47,19.75,3.63,20.5,4.92,walking
33.0,6.4,13.5,3.2,17.67,2.49,walking
36.75,2.49,17.75,3.27,11.5,3.35,walking
35.25,2.49,17.33,2.05,16.67,2.62,walking
41.5,2.29,23.25,1.3,13.75,4.82,walking
30.0,3.94,18.75,2.49,20.0,3.74,walking
27.5,2.87,14.25,3.27,22.0,3.56,walking
30.0,12.0,17.67,2.05,13.67,8.99,walking
38.5,4.86,15.2,1.83,16.6,1.74,walking
30.0,2.45,18.0,3.94,21.33,2.05,walking
43.33,3.4,14.5,2.18,17.33,5.19,walking
27.67,4.03,18.67,2.62,14.75,2.38,walking
25.2,6.01,12.8,3.12,21.75,2.28,walking
41.33,3.3,14.67,0.94,17.0,4.85,walking
37.25,4.09,11.67,5.91,18.0,3.27,walking
32.0,4.9,12.25,4.21,16.5,3.64,walking
37.0,6.0,18.0,0.0,16.0,5.15,walking
29.0,1.87,16.75,3.03,19.75,3.63,walking
28.5,4.5,15.0,1.87,14.75,3.49,walking
40.0,4.42,12.0,4.97,12.75,3.9,walking
31.5,2.6,16.75,2.17,13.75,3.49,walking
33.75,2.86,17.33,1.7,12.33,3.68,walking
28.75,2.05,11.67,2.05,15.0,2.0,walking
24.75,3.11,16.5,2.96,11.0,2.92,walking
35.5,6.42,18.5,1.8,15.75,2.28,walking
38.25,5.31,17.25,2.77,7.0,1.58,walking
30.5,4.82,15.75,3.77,14.5,4.15,walking
33.25,4.15,12.5,3.57,13.25,4.66,walking
29.33,2.87,15.25,2.77,19.33,3.09,walking
24.67,3.86,10.33,1.7,19.25,4.21,walking
38.25,3.96,11.5,5.89,14.75,4.09,walking
35.75,1.79,10.0,6.28,15.75,3.11,walking
37.25,1.3,15.75,6.76,18.25,3.9,walking
34.75,5.07,9.5,5.32,17.5,2.06,walking
26.75,5.45,20.25,1.79,14.0,3.08,walking
24.75,4.15,15.25,2.77,19.75,1.3,walking
39.0,7.11,14.75,3.9,16.5,1.5,walking
37.5,2.6,14.67,2.87,19.33,1.89,walking
33.0,5.48,13.5,1.12,14.25,4.44,walking
39.33,6.02,11.5,2.29,15.0,4.08,walking
28.33,2.62,15.25,2.38,18.33,2.49,walking
31.0,4.08,15.33,2.05,12.25,5.63,walking
41.5,4.15,15.5,4.09,15.0,4.9,walking
32.75,5.31,12.0,3.67,15.5,4.27,walking
32.0,7.04,16.75,2.28,12.5,5.89,walking
31.75,6.61,16.25,2.38,21.25,4.21,walking
20.5,2.18,11.67,2.49,12.67,1.7,walking
34.5,7.92,15.25,3.7,18.25,2.77,walking
39.75,5.36,14.75,4.21,13.25,1.79,walking
34.25,4.02,18.0,4.32,12.25,5.54,walking
37.0,4.74,11.33,3.3,10.0,6.16,walking
36.5,6.42,18.0,4.74,20.0,2.24,walking
28.5,5.17,9.67,7.36,21.0,2.94,walking
33.75,4.44,17.5,3.77,17.0,3.24,walking
36.33,0.47,19.5,4.03,11.0,4.55,walking
37.67,1.7,15.0,8.52,16.5,4.5,walking
36.75,8.32,15.25,3.9,19.25,2.77,walking
37.0,0.0,10.5,3.5,14.5,4.15,walking
18.33,8.38,18.0,2.45,17.0,4.18,walking
34.5,7.7,16.0,4.58,14.75,6.02,walking
36.0,3.54,19.5,4.56,11.75,5.72,walking
35.5,7.83,12.25,3.63,14.75,3.27,walking
36.5,5.12,13.5,6.22,21.25,2.49,walking
25.0,7.65,16.25,8.5,15.0,3.54,walking
29.75,11.54,11.75,2.49,15.0,2.74,walking
40.0,4.0,16.67,2.62,13.75,4.26,walking
32.5,2.29,16.5,1.12,18.5,2.29,walking
36.0,3.0,21.0,0.0,15.0,3.0,walking
36.0,3.0,21.0,0.0,15.0,3.0,walking
33.0,7.63,15.31,4.83,13.07,4.3,walking
33.0,7.63,15.31,4.83,13.07,4.3,walking
37.75,4.44,14.67,6.94,22.0,2.83,walking
34.25,3.49,19.0,0.71,23.25,1.92,walking
45.33,2.49,17.0,2.12,15.67,5.56,walking
25.0,12.53,18.5,1.12,16.5,4.97,walking
26.5,4.09,17.5,1.5,18.0,4.74,walking
41.0,2.83,15.67,1.7,18.75,4.15,walking
37.5,3.64,15.75,4.32,17.75,2.95,walking
34.5,3.2,21.75,1.92,17.25,3.27,walking
36.25,6.38,15.0,2.74,20.33,5.19,walking
29.25,4.44,17.0,0.82,20.75,3.77,walking
29.5,1.8,12.0,7.12,16.25,2.86,walking
38.75,5.49,17.5,3.28,17.0,3.24,walking
34.75,3.03,18.25,2.77,16.5,1.12,walking
36.0,0.0,16.67,3.68,18.67,1.7,walking
38.25,7.46,17.0,3.74,13.67,0.94,walking
29.0,3.67,19.25,4.26,21.75,3.9,walking
30.33,8.26,17.33,1.25,16.0,1.41,walking
41.25,6.5,17.33,1.7,20.67,0.47,walking
29.33,3.86,14.0,3.56,14.5,2.5,walking
31.5,4.72,21.0,0.0,17.25,4.44,walking
35.5,5.85,11.75,0.43,14.0,2.74,walking
30.33,2.49,12.67,8.5,11.75,3.27,walking
33.5,5.41,19.0,2.83,12.25,4.44,walking
34.0,3.67,14.33,3.3,19.5,5.02,walking
31.25,2.49,18.75,3.9,12.0,6.36,walking
36.5,2.29,13.25,2.77,13.25,3.27,walking
36.25,5.72,12.5,2.5,13.75,3.77,walking
29.0,5.34,14.5,1.8,17.5,2.69,walking
